,Postion on chart,Titles,Artists,Weeks,lastPosition,chart_release_date
5134,35,Girls Like You,Maroon 5 Featuring Cardi B,52,32,5/28/19
5135,36,Shallow,Lady Gaga & Bradley Cooper,34,22,5/28/19
5136,37,Good As You,Kane Brown,13,39,5/28/19
5137,38,Truth Hurts,Lizzo,3,42,5/28/19
5138,39,Envy Me,Calboy,23,35,5/28/19
5139,40,When The Party's Over,Billie Eilish,28,40,5/28/19
5140,41,Beer Never Broke My Heart,Luke Combs,3,29,5/28/19
5141,42,Beautiful Crazy,Luke Combs,28,36,5/28/19
5142,43,Just Us,DJ Khaled Featuring SZA,1,0,5/28/19
5143,44,You Stay,"DJ Khaled Featuring Meek Mill, J Balvin, Lil Baby & Jeremih",1,0,5/28/19
5144,45,Rumor,Lee Brice,11,53,5/28/19
5145,46,A Lot,21 Savage,22,38,5/28/19
5146,47,"Hey Look Ma, I Made It",Panic! At The Disco,6,41,5/28/19
5147,48,Here With Me,Marshmello Featuring CHVRCHES,11,37,5/28/19
5148,49,Look What God Gave Her,Thomas Rhett,12,48,5/28/19
5149,50,Thotiana,Blueface,19,43,5/28/19
5150,51,I Think,"Tyler, The Creator",1,0,5/28/19
5151,52,Celebrate,DJ Khaled Featuring Travis Scott & Post Malone,1,0,5/28/19
5152,53,Homicide,Logic Featuring Eminem,3,21,5/28/19
5153,54,Eyes On You,Chase Rice,14,45,5/28/19
5154,55,Bury A Friend,Billie Eilish,17,47,5/28/19
5155,56,Clout,Offset Featuring Cardi B,7,55,5/28/19
5156,57,Jealous,"DJ Khaled Featuring Chris Brown, Lil Wayne & Big Sean",1,0,5/28/19
5157,58,Walk Me Home,P!nk,12,54,5/28/19
5158,59,Close Friends,Lil Baby,30,56,5/28/19
5159,60,Miss Me More,Kelsea Ballerini,16,63,5/28/19
5160,61,Murder On My Mind,YNW Melly,18,52,5/28/19
5161,62,Worth It,YK Osiris,14,58,5/28/19
5162,63,Sanguine Paradise,Lil Uzi Vert,6,59,5/28/19
5163,64,Put A Date On It,Yo Gotti Featuring Lil Baby,17,62,5/28/19
5164,65,Running Out Of Time,"Tyler, The Creator",1,0,5/28/19
5165,66,Love Ain't,Eli Young Band,6,50,5/28/19
5166,67,Igor's Theme,"Tyler, The Creator",1,0,5/28/19
5167,68,Cool,Jonas Brothers,7,64,5/28/19
5168,69,GIRL,Maren Morris,12,70,5/28/19
5169,70,New Magic Wand,"Tyler, The Creator",1,0,5/28/19
5170,71,Boy With Luv,BTS Featuring Halsey,6,61,5/28/19
5171,72,Big Ole Freak,Megan Thee Stallion,7,65,5/28/19
5172,73,Who Do You Love,The Chainsmokers Featuring 5 Seconds Of Summer,15,60,5/28/19
5173,74,A Boy Is A Gun,"Tyler, The Creator",1,0,5/28/19
5174,75,Racks In The Middle,Nipsey Hussle Featuring Roddy Ricch & Hit-Boy,8,67,5/28/19
5175,76,Soltera,"Lunay, Daddy Yankee & Bad Bunny",2,73,5/28/19
5176,77,Before I Let Go,Beyonce,5,71,5/28/19
5177,78,Earth,Lil Dicky,5,69,5/28/19
5178,79,Don't Call Me Up,Mabel,9,66,5/28/19
5179,80,Someone You Loved,Lewis Capaldi,2,85,5/28/19
5180,81,Knockin' Boots,Luke Bryan,4,83,5/28/19
5181,82,Girls Need Love,Summer Walker X Drake,13,72,5/28/19
5182,83,Love Someone,Brett Eldredge,5,78,5/28/19
5183,84,Robbery,Juice WRLD,14,75,5/28/19
5184,85,What's Good,"Tyler, The Creator",1,0,5/28/19
5185,86,What If I Never Get Over You,Lady Antebellum,1,0,5/28/19
5186,87,Shotta Flow,NLE Choppa,5,81,5/28/19
5187,88,Puppet,"Tyler, The Creator",1,0,5/28/19
5188,89,Talk You Out Of It,Florida Georgia Line,14,77,5/28/19
5189,90,Night Shift,Jon Pardi,14,68,5/28/19
5190,91,Weather The Storm,DJ Khaled Featuring Meek Mill & Lil Baby,1,0,5/28/19
5191,92,Go Loko,"YG, Tyga & Jon Z",3,79,5/28/19
5192,93,All To Myself,Dan + Shay,3,93,5/28/19
5193,94,Triggered,Jhene Aiko,2,51,5/28/19
5194,95,On My Way To You,Cody Johnson,13,86,5/28/19
5195,96,Calma,Pedro Capo X Farruko,10,76,5/28/19
5196,97,24/7,Meek Mill Featuring Ella Mai,7,84,5/28/19
5197,98,Here Tonight,Brett Young,20,74,5/28/19
5198,99,Baila Baila Baila,Ozuna x Daddy Yankee x J Balvin x Farruko x Anuel AA,4,87,5/28/19
5199,100,Te Robare,Nicky Jam X Ozuna,2,95,5/28/19
5200,1,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,13,1,6/4/19
5201,2,Bad Guy,Billie Eilish,9,3,6/4/19
5202,3,Talk,Khalid,16,5,6/4/19
5203,4,I Don't Care,Ed Sheeran & Justin Bieber,3,2,6/4/19
5204,5,Sucker,Jonas Brothers,13,4,6/4/19
5205,6,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,32,7,6/4/19
5206,7,Wow.,Post Malone,23,6,6/4/19
5207,8,Dancing With A Stranger,Sam Smith & Normani,20,8,6/4/19
5208,9,Suge,DaBaby,9,14,6/4/19
5209,10,Sweet But Psycho,Ava Max,24,10,6/4/19
5210,11,ME!,Taylor Swift Featuring Brendon Urie,6,9,6/4/19
5211,12,The London,"Young Thug, J. Cole & Travis Scott",1,0,6/4/19
5212,13,Without Me,Halsey,34,11,6/4/19
5213,14,7 Rings,Ariana Grande,19,12,6/4/19
5214,15,If I Can't Have You,Shawn Mendes,4,16,6/4/19
5215,16,Happier,Marshmello & Bastille,41,18,6/4/19
5216,17,Whiskey Glasses,Morgan Wallen,13,26,6/4/19
5217,18,Middle Child,J. Cole,19,17,6/4/19
5218,19,High Hopes,Panic! At The Disco,43,22,6/4/19
5219,20,God's Country,Blake Shelton,9,24,6/4/19
5220,21,EARFQUAKE,"Tyler, The Creator",2,13,6/4/19
5221,22,Con Calma,Daddy Yankee & Katy Perry Featuring Snow,17,27,6/4/19
5222,23,Going Bad,Meek Mill Featuring Drake,26,23,6/4/19
5223,24,Eastside,"benny blanco, Halsey & Khalid",46,25,6/4/19
5224,25,"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,16,20,6/4/19
5225,26,Truth Hurts,Lizzo,4,38,6/4/19
5226,27,Pop Out,Polo G Featuring Lil Tjay,10,31,6/4/19
5227,28,Look Back At It,A Boogie Wit da Hoodie,25,29,6/4/19
5228,29,Nightmare,Halsey,2,15,6/4/19
5229,30,Pure Water,Mustard & Migos,18,28,6/4/19
5230,31,Act Up,City Girls,13,34,6/4/19
5231,32,Sicko Mode,Travis Scott,43,32,6/4/19
5232,33,Better,Khalid,37,30,6/4/19
5233,34,Cross Me,Ed Sheeran Featuring Chance The Rapper & PnB Rock,1,0,6/4/19
5234,35,Please Me,Cardi B & Bruno Mars,15,33,6/4/19
5235,36,Good As You,Kane Brown,14,37,6/4/19
5236,37,Shallow,Lady Gaga & Bradley Cooper,35,36,6/4/19
5237,38,Envy Me,Calboy,24,39,6/4/19
5238,39,Beer Never Broke My Heart,Luke Combs,4,41,6/4/19
5239,40,"Hey Look Ma, I Made It",Panic! At The Disco,7,47,6/4/19
5240,41,Rumor,Lee Brice,12,45,6/4/19
5241,42,When The Party's Over,Billie Eilish,29,40,6/4/19
5242,43,Wish Wish,DJ Khaled Featuring Cardi B & 21 Savage,2,19,6/4/19
5243,44,Look What God Gave Her,Thomas Rhett,13,49,6/4/19
5244,45,Beautiful Crazy,Luke Combs,29,42,6/4/19
5245,46,Speechless,Dan + Shay,23,0,6/4/19
5246,47,Close Friends,Lil Baby,31,59,6/4/19
5247,48,Easier,5 Seconds Of Summer,1,0,6/4/19
5248,49,A Lot,21 Savage,23,46,6/4/19
5249,50,Thotiana,Blueface,20,50,6/4/19
5250,51,Bury A Friend,Billie Eilish,18,55,6/4/19
5251,52,Miss Me More,Kelsea Ballerini,17,60,6/4/19
5252,53,Go Loko,"YG, Tyga & Jon Z",4,92,6/4/19
5253,54,Eyes On You,Chase Rice,15,54,6/4/19
5254,55,Walk Me Home,P!nk,13,58,6/4/19
5255,56,Here With Me,Marshmello Featuring CHVRCHES,12,48,6/4/19
5256,57,Clout,Offset Featuring Cardi B,8,56,6/4/19
5257,58,Worth It,YK Osiris,15,62,6/4/19
5258,59,Isis,Joyner Lucas Featuring Logic,1,0,6/4/19
5259,60,Just Us,DJ Khaled Featuring SZA,2,43,6/4/19
5260,61,Murder On My Mind,YNW Melly,19,61,6/4/19
5261,62,Love Ain't,Eli Young Band,7,66,6/4/19
5262,63,GIRL,Maren Morris,13,69,6/4/19
5263,64,Cool,Jonas Brothers,8,68,6/4/19
5264,65,Sanguine Paradise,Lil Uzi Vert,7,63,6/4/19
5265,66,Put A Date On It,Yo Gotti Featuring Lil Baby,18,64,6/4/19
5266,67,You Stay,"DJ Khaled Featuring Meek Mill, J Balvin, Lil Baby & Jeremih",2,44,6/4/19
5267,68,Homicide,Logic Featuring Eminem,4,53,6/4/19
5268,69,Before I Let Go,Beyonce,6,77,6/4/19
5269,70,Someone You Loved,Lewis Capaldi,3,80,6/4/19
5270,71,Big Ole Freak,Megan Thee Stallion,8,72,6/4/19
5271,72,Love Someone,Brett Eldredge,6,83,6/4/19
5272,73,Soltera,"Lunay, Daddy Yankee & Bad Bunny",3,76,6/4/19
5273,74,Knockin' Boots,Luke Bryan,5,81,6/4/19
5274,75,24/7,Meek Mill Featuring Ella Mai,8,97,6/4/19
5275,76,Some Of It,Eric Church,1,0,6/4/19
5276,77,Higher,DJ Khaled Featuring Nipsey Hussle & John Legend,2,21,6/4/19
5277,78,Talk You Out Of It,Florida Georgia Line,15,89,6/4/19
5278,79,Girls Need Love,Summer Walker X Drake,14,82,6/4/19
5279,80,Calma,Pedro Capo X Farruko,11,96,6/4/19
5280,81,Boy With Luv,BTS Featuring Halsey,7,71,6/4/19
5281,82,Racks In The Middle,Nipsey Hussle Featuring Roddy Ricch & Hit-Boy,9,75,6/4/19
5282,83,All To Myself,Dan + Shay,4,93,6/4/19
5283,84,Shotta Flow,NLE Choppa,6,87,6/4/19
5284,85,Baila Baila Baila,Ozuna x Daddy Yankee x J Balvin x Farruko x Anuel AA,5,99,6/4/19
5285,86,On My Way To You,Cody Johnson,14,95,6/4/19
5286,87,Robbery,Juice WRLD,15,84,6/4/19
5287,88,Night Shift,Jon Pardi,15,90,6/4/19
5288,89,Who Do You Love,The Chainsmokers Featuring 5 Seconds Of Summer,16,73,6/4/19
5289,90,Don't Call Me Up,Mabel,10,79,6/4/19
5290,91,Earth,Lil Dicky,6,78,6/4/19
5291,92,Ocean Eyes,Billie Eilish,14,0,6/4/19
5292,93,Juice,Lizzo,2,0,6/4/19
5293,94,Bacc At It Again,"Yella Beezy, Gucci Mane & Quavo",1,0,6/4/19
5294,95,Te Robare,Nicky Jam X Ozuna,3,100,6/4/19
5295,96,HP,Maluma,1,0,6/4/19
5296,97,Rearview Town,Jason Aldean,1,0,6/4/19
5297,98,Mixed Personalities,YNW Melly Featuring Kanye West,18,0,6/4/19
5298,99,Paradise,Bazzi,3,0,6/4/19
5299,100,Triggered,Jhene Aiko,3,94,6/4/19
5300,1,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,14,1,6/11/19
5301,2,Bad Guy,Billie Eilish,10,2,6/11/19
5302,3,Talk,Khalid,17,3,6/11/19
5303,4,I Don't Care,Ed Sheeran & Justin Bieber,4,4,6/11/19
5304,5,Sucker,Jonas Brothers,14,5,6/11/19
5305,6,Wow.,Post Malone,24,7,6/11/19
5306,7,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,33,6,6/11/19
5307,8,Suge,DaBaby,10,9,6/11/19
5308,9,Dancing With A Stranger,Sam Smith & Normani,21,8,6/11/19
5309,10,Sweet But Psycho,Ava Max,25,10,6/11/19
5310,11,ME!,Taylor Swift Featuring Brendon Urie,7,11,6/11/19
5311,12,Without Me,Halsey,35,13,6/11/19
5312,13,7 Rings,Ariana Grande,20,14,6/11/19
5313,14,If I Can't Have You,Shawn Mendes,5,15,6/11/19
5314,15,Never Really Over,Katy Perry,1,0,6/11/19
5315,16,Press,Cardi B,1,0,6/11/19
5316,17,The London,"Young Thug, J. Cole & Travis Scott",2,12,6/11/19
5317,18,Happier,Marshmello & Bastille,42,16,6/11/19
5318,19,God's Country,Blake Shelton,10,20,6/11/19
5319,20,Whiskey Glasses,Morgan Wallen,14,17,6/11/19
5320,21,Truth Hurts,Lizzo,5,26,6/11/19
5321,22,Pop Out,Polo G Featuring Lil Tjay,11,27,6/11/19
5322,23,High Hopes,Panic! At The Disco,44,19,6/11/19
5323,24,Con Calma,Daddy Yankee & Katy Perry Featuring Snow,18,22,6/11/19
5324,25,Middle Child,J. Cole,20,18,6/11/19
5325,26,Eastside,"benny blanco, Halsey & Khalid",47,24,6/11/19
5326,27,EARFQUAKE,"Tyler, The Creator",3,21,6/11/19
5327,28,Act Up,City Girls,14,31,6/11/19
5328,29,Going Bad,Meek Mill Featuring Drake,27,23,6/11/19
5329,30,Pure Water,Mustard & Migos,19,30,6/11/19
5330,31,"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,17,25,6/11/19
5331,32,Look What God Gave Her,Thomas Rhett,14,44,6/11/19
5332,33,Look Back At It,A Boogie Wit da Hoodie,26,28,6/11/19
5333,34,Better,Khalid,38,33,6/11/19
5334,35,Sicko Mode,Travis Scott,44,32,6/11/19
5335,36,Nightmare,Halsey,3,29,6/11/19
5336,37,Rumor,Lee Brice,13,41,6/11/19
5337,38,Beer Never Broke My Heart,Luke Combs,5,39,6/11/19
5338,39,"Hey Look Ma, I Made It",Panic! At The Disco,8,40,6/11/19
5339,40,Envy Me,Calboy,25,38,6/11/19
5340,41,Good As You,Kane Brown,15,36,6/11/19
5341,42,Please Me,Cardi B & Bruno Mars,16,35,6/11/19
5342,43,Shallow,Lady Gaga & Bradley Cooper,36,37,6/11/19
5343,44,When The Party's Over,Billie Eilish,30,42,6/11/19
5344,45,Beautiful Crazy,Luke Combs,30,45,6/11/19
5345,46,Cross Me,Ed Sheeran Featuring Chance The Rapper & PnB Rock,2,34,6/11/19
5346,47,Miss Me More,Kelsea Ballerini,18,52,6/11/19
5347,48,Speechless,Dan + Shay,24,46,6/11/19
5348,49,Close Friends,Lil Baby,32,47,6/11/19
5349,50,Go Loko,"YG, Tyga & Jon Z",5,53,6/11/19
5350,51,Wish Wish,DJ Khaled Featuring Cardi B & 21 Savage,3,43,6/11/19
5351,52,Walk Me Home,P!nk,14,55,6/11/19
5352,53,Bury A Friend,Billie Eilish,19,51,6/11/19
5353,54,Mother's Daughter,Miley Cyrus,1,0,6/11/19
5354,55,Clout,Offset Featuring Cardi B,9,57,6/11/19
5355,56,Worth It,YK Osiris,16,58,6/11/19
5356,57,Love Someone,Brett Eldredge,7,72,6/11/19
5357,58,Someone You Loved,Lewis Capaldi,4,70,6/11/19
5358,59,Cool,Jonas Brothers,9,64,6/11/19
5359,60,Here With Me,Marshmello Featuring CHVRCHES,13,56,6/11/19
5360,61,GIRL,Maren Morris,14,63,6/11/19
5361,62,Just Us,DJ Khaled Featuring SZA,3,60,6/11/19
5362,63,Easier,5 Seconds Of Summer,2,48,6/11/19
5363,64,Knockin' Boots,Luke Bryan,6,74,6/11/19
5364,65,Eyes On You,Chase Rice,16,54,6/11/19
5365,66,Girls Need Love,Summer Walker X Drake,15,79,6/11/19
5366,67,Call You Mine,The Chainsmokers & Bebe Rexha,1,0,6/11/19
5367,68,Love Ain't,Eli Young Band,8,62,6/11/19
5368,69,Murder On My Mind,YNW Melly,20,61,6/11/19
5369,70,The Search,NF,1,0,6/11/19
5370,71,Sanguine Paradise,Lil Uzi Vert,8,65,6/11/19
5371,72,Before I Let Go,Beyonce,7,69,6/11/19
5372,73,Put A Date On It,Yo Gotti Featuring Lil Baby,19,66,6/11/19
5373,74,Soltera,"Lunay, Daddy Yankee & Bad Bunny",4,73,6/11/19
5374,75,All To Myself,Dan + Shay,5,83,6/11/19
5375,76,24/7,Meek Mill Featuring Ella Mai,9,75,6/11/19
5376,77,Big Ole Freak,Megan Thee Stallion,9,71,6/11/19
5377,78,On My Way To You,Cody Johnson,15,86,6/11/19
5378,79,Isis,Joyner Lucas Featuring Logic,2,59,6/11/19
5379,80,Some Of It,Eric Church,2,76,6/11/19
5380,81,Talk You Out Of It,Florida Georgia Line,16,78,6/11/19
5381,82,Shotta Flow,NLE Choppa,7,84,6/11/19
5382,83,Calma,Pedro Capo X Farruko,12,80,6/11/19
5383,84,You Stay,"DJ Khaled Featuring Meek Mill, J Balvin, Lil Baby & Jeremih",3,67,6/11/19
5384,85,Homicide,Logic Featuring Eminem,5,68,6/11/19
5385,86,Ocean Eyes,Billie Eilish,15,92,6/11/19
5386,87,Robbery,Juice WRLD,16,87,6/11/19
5387,88,Rearview Town,Jason Aldean,2,97,6/11/19
5388,89,Baila Baila Baila,Ozuna x Daddy Yankee x J Balvin x Farruko x Anuel AA,6,85,6/11/19
5389,90,Boy With Luv,BTS Featuring Halsey,8,81,6/11/19
5390,91,Shut Up About Politics,John Rich Featuring The Five,1,0,6/11/19
5391,92,La La Land,Bryce Vine Featuring YG,1,0,6/11/19
5392,93,Ran$om,Lil Tecca,1,0,6/11/19
5393,94,Under Enemy Arms,Trippie Redd,1,0,6/11/19
5394,95,Racks In The Middle,Nipsey Hussle Featuring Roddy Ricch & Hit-Boy,10,82,6/11/19
5395,96,Te Robare,Nicky Jam X Ozuna,4,95,6/11/19
5396,97,Raised On Country,Chris Young,1,0,6/11/19
5397,98,Bacc At It Again,"Yella Beezy, Gucci Mane & Quavo",2,94,6/11/19
5398,99,Trampoline,SHAED,1,0,6/11/19
5399,100,Night Shift,Jon Pardi,16,88,6/11/19
5400,1,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,15,1,6/18/19
5401,2,Bad Guy,Billie Eilish,11,2,6/18/19
5402,3,Talk,Khalid,18,3,6/18/19
5403,4,Sucker,Jonas Brothers,15,5,6/18/19
5404,5,I Don't Care,Ed Sheeran & Justin Bieber,5,4,6/18/19
5405,6,Wow.,Post Malone,25,6,6/18/19
5406,7,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,34,7,6/18/19
5407,8,Suge,DaBaby,11,8,6/18/19
5408,9,No Guidance,Chris Brown Featuring Drake,1,0,6/18/19
5409,10,Dancing With A Stranger,Sam Smith & Normani,22,9,6/18/19
5410,11,Pop Out,Polo G Featuring Lil Tjay,12,22,6/18/19
5411,12,If I Can't Have You,Shawn Mendes,6,14,6/18/19
5412,13,Sweet But Psycho,Ava Max,26,10,6/18/19
5413,14,ME!,Taylor Swift Featuring Brendon Urie,8,11,6/18/19
5414,15,Without Me,Halsey,36,12,6/18/19
5415,16,7 Rings,Ariana Grande,21,13,6/18/19
5416,17,Truth Hurts,Lizzo,6,21,6/18/19
5417,18,Happier,Marshmello & Bastille,43,18,6/18/19
5418,19,God's Country,Blake Shelton,11,19,6/18/19
5419,20,Whiskey Glasses,Morgan Wallen,15,20,6/18/19
5420,21,High Hopes,Panic! At The Disco,45,23,6/18/19
5421,22,Beer Never Broke My Heart,Luke Combs,6,38,6/18/19
5422,23,Con Calma,Daddy Yankee & Katy Perry Featuring Snow,19,24,6/18/19
5423,24,The London,"Young Thug, J. Cole & Travis Scott",3,17,6/18/19
5424,25,Middle Child,J. Cole,21,25,6/18/19
5425,26,Act Up,City Girls,15,28,6/18/19
5426,27,Eastside,"benny blanco, Halsey & Khalid",48,26,6/18/19
5427,28,Never Really Over,Katy Perry,2,15,6/18/19
5428,29,Pure Water,Mustard & Migos,20,30,6/18/19
5429,30,EARFQUAKE,"Tyler, The Creator",4,27,6/18/19
5430,31,"Hey Look Ma, I Made It",Panic! At The Disco,9,39,6/18/19
5431,32,Going Bad,Meek Mill Featuring Drake,28,29,6/18/19
5432,33,Speechless,Dan + Shay,25,48,6/18/19
5433,34,Shallow,Lady Gaga & Bradley Cooper,37,43,6/18/19
5434,35,Better,Khalid,39,34,6/18/19
5435,36,Rumor,Lee Brice,14,37,6/18/19
5436,37,"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,18,31,6/18/19
5437,38,Sicko Mode,Travis Scott,45,35,6/18/19
5438,39,Look What God Gave Her,Thomas Rhett,15,32,6/18/19
5439,40,Look Back At It,A Boogie Wit da Hoodie,27,33,6/18/19
5440,41,Envy Me,Calboy,26,40,6/18/19
5441,42,When The Party's Over,Billie Eilish,31,44,6/18/19
5442,43,Nightmare,Halsey,4,36,6/18/19
5443,44,Cool,Jonas Brothers,10,59,6/18/19
5444,45,Beautiful Crazy,Luke Combs,31,45,6/18/19
5445,46,Good As You,Kane Brown,16,41,6/18/19
5446,47,Press,Cardi B,2,16,6/18/19
5447,48,Close Friends,Lil Baby,33,49,6/18/19
5448,49,Cross Me,Ed Sheeran Featuring Chance The Rapper & PnB Rock,3,46,6/18/19
5449,50,Go Loko,"YG, Tyga & Jon Z",6,50,6/18/19
5450,51,Please Me,Cardi B & Bruno Mars,17,42,6/18/19
5451,52,Love Someone,Brett Eldredge,8,57,6/18/19
5452,53,Clout,Offset Featuring Cardi B,10,55,6/18/19
5453,54,Worth It,YK Osiris,17,56,6/18/19
5454,55,Someone You Loved,Lewis Capaldi,5,58,6/18/19
5455,56,Miss Me More,Kelsea Ballerini,19,47,6/18/19
5456,57,Walk Me Home,P!nk,15,52,6/18/19
5457,58,Bury A Friend,Billie Eilish,20,53,6/18/19
5458,59,GIRL,Maren Morris,15,61,6/18/19
5459,60,Just Us,DJ Khaled Featuring SZA,4,62,6/18/19
5460,61,Knockin' Boots,Luke Bryan,7,64,6/18/19
5461,62,Even Though I'm Leaving,Luke Combs,1,0,6/18/19
5462,63,Easier,5 Seconds Of Summer,3,63,6/18/19
5463,64,Girls Need Love,Summer Walker X Drake,16,66,6/18/19
5464,65,Ran$om,Lil Tecca,2,93,6/18/19
5465,66,The Git Up,Blanco Brown,1,0,6/18/19
5466,67,24/7,Meek Mill Featuring Ella Mai,10,76,6/18/19
5467,68,Rearview Town,Jason Aldean,3,88,6/18/19
5468,69,Callaita,Bad Bunny & Tainy,1,0,6/18/19
5469,70,Wish Wish,DJ Khaled Featuring Cardi B & 21 Savage,4,51,6/18/19
5470,71,All To Myself,Dan + Shay,6,75,6/18/19
5471,72,Eyes On You,Chase Rice,17,65,6/18/19
5472,73,Before I Let Go,Beyonce,8,72,6/18/19
5473,74,Some Of It,Eric Church,3,80,6/18/19
5474,75,Here With Me,Marshmello Featuring CHVRCHES,14,60,6/18/19
5475,76,Sanguine Paradise,Lil Uzi Vert,9,71,6/18/19
5476,77,Soltera,"Lunay, Daddy Yankee & Bad Bunny",5,74,6/18/19
5477,78,Talk You Out Of It,Florida Georgia Line,17,81,6/18/19
5478,79,Put A Date On It,Yo Gotti Featuring Lil Baby,20,73,6/18/19
5479,80,Love Ain't,Eli Young Band,9,68,6/18/19
5480,81,Shotta Flow,NLE Choppa,8,82,6/18/19
5481,82,Calma,Pedro Capo X Farruko,13,83,6/18/19
5482,83,Heaven,Avicii,1,0,6/18/19
5483,84,Call You Mine,The Chainsmokers & Bebe Rexha,2,67,6/18/19
5484,85,Ocean Eyes,Billie Eilish,16,86,6/18/19
5485,86,Big Ole Freak,Megan Thee Stallion,10,77,6/18/19
5486,87,Please Tell Me,Future,1,0,6/18/19
5487,88,On My Way To You,Cody Johnson,16,78,6/18/19
5488,89,Trampoline,SHAED,2,99,6/18/19
5489,90,Raised On Country,Chris Young,2,97,6/18/19
5490,91,Te Robare,Nicky Jam X Ozuna,5,96,6/18/19
5491,92,Amor Genuino,Ozuna,1,0,6/18/19
5492,93,Only Human,Jonas Brothers,1,0,6/18/19
5493,94,Bacc At It Again,"Yella Beezy, Gucci Mane & Quavo",3,98,6/18/19
5494,95,La La Land,Bryce Vine Featuring YG,2,92,6/18/19
5495,96,Robbery,Juice WRLD,17,87,6/18/19
5496,97,Baila Baila Baila,Ozuna x Daddy Yankee x J Balvin x Farruko x Anuel AA,7,89,6/18/19
5497,98,XanaX Damage,Future,1,0,6/18/19
5498,99,Government Official,Future,1,0,6/18/19
5499,100,Otro Trago,"Sech, Darell, Nicky Jam, Ozuna & Anuel AA",1,0,6/18/19
5500,1,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,16,1,6/25/19
5501,2,You Need To Calm Down,Taylor Swift,1,0,6/25/19
5502,3,Bad Guy,Billie Eilish,12,2,6/25/19
5503,4,Talk,Khalid,19,3,6/25/19
5504,5,I Don't Care,Ed Sheeran & Justin Bieber,6,5,6/25/19
5505,6,Sucker,Jonas Brothers,16,4,6/25/19
5506,7,Money In The Grave,Drake Featuring Rick Ross,1,0,6/25/19
5507,8,Wow.,Post Malone,26,6,6/25/19
5508,9,Suge,DaBaby,12,8,6/25/19
5509,10,No Guidance,Chris Brown Featuring Drake,2,9,6/25/19
5510,11,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,35,7,6/25/19
5511,12,Dancing With A Stranger,Sam Smith & Normani,23,10,6/25/19
5512,13,If I Can't Have You,Shawn Mendes,7,12,6/25/19
5513,14,Truth Hurts,Lizzo,7,17,6/25/19
5514,15,ME!,Taylor Swift Featuring Brendon Urie,9,14,6/25/19
5515,16,Without Me,Halsey,37,15,6/25/19
5516,17,Sweet But Psycho,Ava Max,27,13,6/25/19
5517,18,Pop Out,Polo G Featuring Lil Tjay,13,11,6/25/19
5518,19,7 Rings,Ariana Grande,22,16,6/25/19
5519,20,Happier,Marshmello & Bastille,44,18,6/25/19
5520,21,God's Country,Blake Shelton,12,19,6/25/19
5521,22,Whiskey Glasses,Morgan Wallen,16,20,6/25/19
5522,23,High Hopes,Panic! At The Disco,46,21,6/25/19
5523,24,"Hey Look Ma, I Made It",Panic! At The Disco,10,31,6/25/19
5524,25,Rumor,Lee Brice,15,36,6/25/19
5525,26,The London,"Young Thug, J. Cole & Travis Scott",4,24,6/25/19
5526,27,Con Calma,Daddy Yankee & Katy Perry Featuring Snow,20,23,6/25/19
5527,28,Beer Never Broke My Heart,Luke Combs,7,22,6/25/19
5528,29,Never Really Over,Katy Perry,3,28,6/25/19
5529,30,Middle Child,J. Cole,22,25,6/25/19
5530,31,Eastside,"benny blanco, Halsey & Khalid",49,27,6/25/19
5531,32,Act Up,City Girls,16,26,6/25/19
5532,33,Pure Water,Mustard & Migos,21,29,6/25/19
5533,34,Going Bad,Meek Mill Featuring Drake,29,32,6/25/19
5534,35,Omerta,Drake,1,0,6/25/19
5535,36,EARFQUAKE,"Tyler, The Creator",5,30,6/25/19
5536,37,Look What God Gave Her,Thomas Rhett,16,39,6/25/19
5537,38,Better,Khalid,40,35,6/25/19
5538,39,Shallow,Lady Gaga & Bradley Cooper,38,34,6/25/19
5539,40,Look Back At It,A Boogie Wit da Hoodie,28,40,6/25/19
5540,41,"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,19,37,6/25/19
5541,42,Sicko Mode,Travis Scott,46,38,6/25/19
5542,43,Speechless,Dan + Shay,26,33,6/25/19
5543,44,Nightmare,Halsey,5,43,6/25/19
5544,45,When The Party's Over,Billie Eilish,32,42,6/25/19
5545,46,Cross Me,Ed Sheeran Featuring Chance The Rapper & PnB Rock,4,49,6/25/19
5546,47,Envy Me,Calboy,27,41,6/25/19
5547,48,Good As You,Kane Brown,17,46,6/25/19
5548,49,Go Loko,"YG, Tyga & Jon Z",7,50,6/25/19
5549,50,Cool,Jonas Brothers,11,44,6/25/19
5550,51,The Git Up,Blanco Brown,2,66,6/25/19
5551,52,Ran$om,Lil Tecca,3,65,6/25/19
5552,53,Just Us,DJ Khaled Featuring SZA,5,60,6/25/19
